id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
135393,93334,74495,29008,365623,Shipped,2024-09-03 04:48:12+00:00,2024-09-03 09:55:00+00:00,,,2.950000047683716
138427,95423,76233,15744,373851,Shipped,2025-06-10 09:02:46+00:00,2025-06-11 05:07:00+00:00,,,2.950000047683716
140088,96580,77133,28862,378317,Shipped,2023-10-02 08:35:56+00:00,2023-09-29 20:00:00+00:00,,,2.950000047683716
142889,98495,78680,29008,385946,Shipped,2025-03-11 22:41:44+00:00,2025-03-11 02:32:00+00:00,,,2.950000047683716
147244,101524,81086,15744,397747,Shipped,2025-03-09 07:28:30+00:00,2025-03-12 05:25:00+00:00,,,2.950000047683716
162734,112150,89478,15349,439677,Shipped,2023-09-09 23:17:43+00:00,2023-09-07 04:06:00+00:00,,,2.950000047683716
179532,123824,98944,29008,484940,Shipped,2025-10-16 08:03:22.725738+00:00,2025-10-13 17:35:47.725738+00:00,,,2.950000047683716
15585,10770,8613,12664,41948,Cancelled,2022-10-18 16:25:12+00:00,,,,2.990000009536743
47067,32506,25909,9621,127035,Cancelled,2019-11-25 09:57:01+00:00,,,,2.990000009536743
51844,35758,28442,28551,139962,Cancelled,2025-04-17 02:53:01+00:00,,,,2.990000009536743
54630,37688,29946,28551,147494,Cancelled,2023-09-19 13:49:58+00:00,,,,2.990000009536743
56939,39269,31274,25276,153704,Cancelled,2025-08-12 04:12:54+00:00,,,,2.990000009536743
159389,109805,87633,15531,430604,Cancelled,2019-11-16 04:14:54+00:00,,,,2.990000009536743
174381,120260,96137,12265,471018,Cancelled,2024-08-07 00:29:47+00:00,,,,2.990000009536743
5738,3928,3115,12664,15434,Complete,2023-11-12 08:18:18+00:00,2023-11-12 01:27:00+00:00,2023-11-16 13:22:00+00:00,,2.990000009536743
7208,4951,3925,12354,19358,Complete,2023-06-18 03:05:40+00:00,2023-06-14 10:05:00+00:00,2023-06-15 23:41:00+00:00,,2.990000009536743
19861,13757,10987,12664,53535,Complete,2025-03-08 21:44:58+00:00,2025-03-11 14:09:00+00:00,2025-03-13 12:02:00+00:00,,2.990000009536743
20680,14326,11430,25276,55750,Complete,2025-10-04 02:41:29+00:00,2025-10-06 07:02:00+00:00,2025-10-10 07:50:00+00:00,,2.990000009536743
45615,31526,25142,15531,123126,Complete,2025-07-05 04:34:44+00:00,2025-07-02 08:38:00+00:00,2025-07-03 19:21:00+00:00,,2.990000009536743
63589,43851,34923,9621,171792,Complete,2022-04-07 06:04:32+00:00,2022-04-05 05:16:00+00:00,2022-04-07 10:17:00+00:00,,2.990000009536743
119034,82036,65509,12354,321512,Complete,2025-07-07 16:59:15+00:00,2025-07-05 08:47:00+00:00,2025-07-05 13:28:00+00:00,,2.990000009536743
140366,96766,77267,12354,379080,Complete,2025-05-24 11:39:14+00:00,2025-05-21 12:02:00+00:00,2025-05-22 18:39:00+00:00,,2.990000009536743
143283,98775,78906,12664,387034,Complete,2025-04-23 18:11:58+00:00,2025-04-23 17:47:00+00:00,2025-04-24 08:13:00+00:00,,2.990000009536743
158489,109195,87149,28551,428171,Complete,2024-09-10 04:10:16+00:00,2024-09-09 09:11:00+00:00,2024-09-12 10:04:00+00:00,,2.990000009536743
160694,110703,88372,12351,434135,Complete,2021-09-19 16:16:52+00:00,2021-09-18 10:40:00+00:00,2021-09-23 06:37:00+00:00,,2.990000009536743
166492,114703,91643,12664,449756,Complete,2025-04-04 09:25:26+00:00,2025-04-06 07:38:00+00:00,2025-04-09 22:55:00+00:00,,2.990000009536743
176850,121943,97473,15531,477700,Complete,2024-06-30 13:58:06+00:00,2024-07-02 07:10:00+00:00,2024-07-02 19:51:00+00:00,,2.990000009536743
40072,27654,21992,12351,108136,Processing,2022-12-03 02:09:21+00:00,,,,2.990000009536743
60935,42019,33488,25276,164559,Processing,2025-06-09 11:14:30+00:00,,,,2.990000009536743
113092,77967,62222,28551,305496,Processing,2024-09-03 13:41:53+00:00,,,,2.990000009536743
151550,104463,83424,28551,409468,Processing,2025-08-25 05:30:33+00:00,,,,2.990000009536743
24804,17182,13710,28551,66872,Returned,2024-01-12 00:43:46+00:00,2024-01-14 19:52:00+00:00,2024-01-16 04:45:00+00:00,2024-01-18 13:20:00+00:00,2.990000009536743
48688,33609,26767,25276,131378,Returned,2024-08-28 08:29:24+00:00,2024-08-29 20:33:00+00:00,2024-09-01 21:12:00+00:00,2024-09-03 20:11:00+00:00,2.990000009536743
6095,4182,3332,15531,16399,Shipped,2025-02-15 05:59:10+00:00,2025-02-13 11:20:00+00:00,,,2.990000009536743
12904,8890,7100,25276,34714,Shipped,2024-07-09 06:28:58+00:00,2024-07-09 10:42:00+00:00,,,2.990000009536743
13906,9591,7656,25276,37414,Shipped,2023-03-13 02:38:29+00:00,2023-03-12 12:47:00+00:00,,,2.990000009536743
40246,27774,22097,25276,108612,Shipped,2022-10-20 12:32:34+00:00,2022-10-21 01:46:00+00:00,,,2.990000009536743
44532,30752,24523,12265,120216,Shipped,2024-07-25 00:43:33+00:00,2024-07-25 23:23:00+00:00,,,2.990000009536743
51362,35429,28169,9621,138645,Shipped,2023-02-15 23:24:17+00:00,2023-02-17 01:56:00+00:00,,,2.990000009536743
57228,39485,31449,15531,154489,Shipped,2025-04-05 06:52:07+00:00,2025-04-05 04:00:00+00:00,,,2.990000009536743
77803,53624,42703,9621,210091,Shipped,2024-08-09 12:48:16+00:00,2024-08-11 15:15:00+00:00,,,2.990000009536743
82304,56724,45122,28551,222254,Shipped,2022-02-12 04:07:29+00:00,2022-02-12 10:43:00+00:00,,,2.990000009536743
110879,76421,60931,28551,299484,Shipped,2024-04-18 16:05:57+00:00,2024-04-17 22:33:00+00:00,,,2.990000009536743
112013,77220,61605,12351,302555,Shipped,2025-10-15 00:07:55.622547+00:00,2025-10-17 11:16:45.622547+00:00,,,2.990000009536743
119972,82678,66035,25276,324030,Shipped,2022-08-13 23:51:13+00:00,2022-08-16 14:12:00+00:00,,,2.990000009536743
131065,90326,72065,25276,353920,Shipped,2025-10-13 06:59:53+00:00,2025-10-13 03:01:00+00:00,,,2.990000009536743
162244,111794,89203,12664,438367,Shipped,2024-08-24 08:44:23+00:00,2024-08-26 12:03:00+00:00,,,2.990000009536743
177593,122460,97874,12265,479705,Shipped,2023-05-16 14:24:35+00:00,2023-05-19 07:24:00+00:00,,,2.990000009536743
40130,27693,22026,28951,108309,Cancelled,2021-07-27 05:34:58+00:00,,,,3.0
160304,110445,88149,28951,433089,Complete,2021-04-13 07:42:45+00:00,2021-04-11 14:16:00+00:00,2021-04-14 17:14:00+00:00,,3.0
6468,4453,3558,28951,17388,Processing,2023-12-26 08:13:24+00:00,,,,3.0
25828,17883,14280,28951,69609,Shipped,2025-09-27 04:36:29+00:00,2025-09-29 09:45:00+00:00,,,3.0
112183,77337,61704,28951,303005,Shipped,2025-08-03 08:53:09+00:00,2025-08-02 03:12:00+00:00,,,3.0
46957,32436,25856,28972,126753,Complete,2025-06-24 02:35:58+00:00,2025-06-24 17:52:00+00:00,2025-06-25 03:10:00+00:00,,3.0899999141693115
110692,76300,60836,28972,298996,Complete,2023-09-30 22:52:57+00:00,2023-09-28 23:12:00+00:00,2023-09-29 20:19:00+00:00,,3.0899999141693115
61130,42159,33602,28972,165105,Processing,2025-01-09 04:18:43+00:00,,,,3.0899999141693115
76064,52419,41728,28972,205411,Processing,2025-02-01 00:15:22+00:00,,,,3.0899999141693115
114328,78797,62870,28972,308829,Processing,2022-06-17 05:38:32+00:00,,,,3.0899999141693115
103756,71499,56961,28972,280199,Shipped,2021-06-28 08:54:09+00:00,2021-06-30 16:42:00+00:00,,,3.0899999141693115
169320,116677,93248,28972,457397,Shipped,2024-03-14 02:36:28+00:00,2024-03-11 08:22:00+00:00,,,3.0899999141693115
173500,119634,95643,28972,468650,Shipped,2023-05-09 13:09:29+00:00,2023-05-05 17:11:00+00:00,,,3.0899999141693115
18496,12800,10242,628,49853,Processing,2025-07-11 02:37:24+00:00,,,,3.1099998950958248
92705,63918,50910,628,250369,Processing,2023-07-11 10:57:22+00:00,,,,3.1099998950958248
123561,85212,68046,628,333706,Processing,2024-07-25 11:17:23+00:00,,,,3.1099998950958248
180976,124839,99764,628,488868,Processing,2022-07-24 10:04:22+00:00,,,,3.1099998950958248
5517,3780,2992,628,14826,Shipped,2023-07-15 10:09:57+00:00,2023-07-16 06:55:00+00:00,,,3.1099998950958248
49085,33884,26978,628,132478,Shipped,2023-12-12 04:24:25+00:00,2023-12-13 23:29:00+00:00,,,3.1099998950958248
119884,82611,65991,628,323793,Shipped,2025-09-11 10:19:12+00:00,2025-09-09 17:39:00+00:00,,,3.1099998950958248
146059,100678,80426,628,394532,Shipped,2022-10-15 08:23:05+00:00,2022-10-12 19:06:00+00:00,,,3.1099998950958248
164873,113604,90688,628,445421,Shipped,2025-09-26 23:25:02+00:00,2025-09-26 03:37:00+00:00,,,3.1099998950958248
167792,115600,92384,628,453250,Shipped,2024-11-09 14:49:05+00:00,2024-11-10 05:00:00+00:00,,,3.1099998950958248
46286,31989,25503,13607,124932,Cancelled,2023-03-09 08:35:40+00:00,,,,3.1700000762939453
5971,4097,3256,13607,16062,Complete,2025-04-22 08:59:18+00:00,2025-04-20 04:32:00+00:00,2025-04-23 20:57:00+00:00,,3.1700000762939453
10195,7017,5598,13607,27455,Complete,2020-10-06 23:25:31+00:00,2020-10-08 09:05:00+00:00,2020-10-13 01:38:00+00:00,,3.1700000762939453
37683,26022,20682,13607,101633,Complete,2020-12-27 07:13:01+00:00,2020-12-29 17:10:00+00:00,2020-12-31 09:09:00+00:00,,3.1700000762939453
99887,68820,54844,15248,269708,Processing,2024-05-25 09:50:07+00:00,,,,3.1700000762939453
102413,70533,56195,13607,276546,Processing,2025-08-31 08:16:48+00:00,,,,3.1700000762939453
159660,109994,87778,15248,431347,Processing,2025-05-05 11:00:32+00:00,,,,3.1700000762939453
161143,111021,88621,13607,435390,Processing,2024-08-01 07:21:21+00:00,,,,3.1700000762939453
105170,72448,57753,15248,284079,Returned,2024-10-23 03:53:06+00:00,2024-10-20 05:44:00+00:00,2024-10-23 03:51:00+00:00,2024-10-24 23:56:00+00:00,3.1700000762939453
54408,37527,29819,15248,146896,Shipped,2024-09-03 12:48:48+00:00,2024-09-02 13:56:00+00:00,,,3.1700000762939453
63847,44024,35050,15248,172477,Shipped,2023-02-21 22:20:35+00:00,2023-02-23 19:51:00+00:00,,,3.1700000762939453
77626,53499,42600,13607,209623,Shipped,2024-03-15 12:01:57+00:00,2024-03-13 07:33:00+00:00,,,3.1700000762939453
171356,118115,94413,9044,462925,Complete,2025-02-17 01:42:56+00:00,2025-02-19 13:39:00+00:00,2025-02-22 05:37:00+00:00,,3.200000047683716
65178,44953,35784,9044,176054,Returned,2024-11-15 03:35:21+00:00,2024-11-18 04:56:00+00:00,2024-11-21 20:46:00+00:00,2024-11-21 22:34:00+00:00,3.200000047683716
113592,78302,62482,9044,306847,Shipped,2025-10-15 08:52:33.457965+00:00,2025-10-16 04:25:56.457965+00:00,,,3.200000047683716
130544,89959,71778,9044,352500,Shipped,2024-09-15 06:51:02+00:00,2024-09-16 18:10:00+00:00,,,3.200000047683716
88734,61171,48678,28557,239651,Cancelled,2023-08-06 23:49:12+00:00,,,,3.25
169932,117119,93614,28557,459065,Cancelled,2021-12-21 03:07:52+00:00,,,,3.25
164727,113505,90598,28557,445019,Processing,2023-04-02 04:19:13+00:00,,,,3.25
140857,97082,77536,28557,380437,Returned,2025-09-18 08:00:38+00:00,2025-09-17 15:41:00+00:00,2025-09-20 11:48:00+00:00,2025-09-22 15:23:00+00:00,3.25
53068,36611,29120,28557,143278,Shipped,2019-06-11 01:50:56+00:00,2019-06-11 04:22:00+00:00,,,3.25
137809,95015,75877,28557,372167,Shipped,2025-10-15 00:25:38.263794+00:00,2025-10-15 05:55:49.263794+00:00,,,3.25
46169,31907,25433,12659,124605,Shipped,2022-05-17 07:58:09+00:00,2022-05-19 07:38:00+00:00,,,3.2799999713897705
122438,84425,67430,12659,330685,Shipped,2022-08-11 00:14:35+00:00,2022-08-11 15:17:00+00:00,,,3.2799999713897705
177743,122564,97949,12659,480119,Shipped,2025-07-09 22:01:03+00:00,2025-07-10 14:29:00+00:00,,,3.2799999713897705
197,133,98,29026,551,Cancelled,2025-04-29 02:09:35+00:00,,,,3.289999961853028
89241,61532,48981,29025,241004,Cancelled,2022-12-08 10:16:00+00:00,,,,3.289999961853028
97060,66883,53275,29025,262110,Cancelled,2025-09-26 02:04:40+00:00,,,,3.289999961853028
156050,107540,85824,29025,421650,Cancelled,2024-05-30 06:11:49+00:00,,,,3.289999961853028
107715,74260,59227,29025,290940,Complete,2020-09-12 23:42:15+00:00,2020-09-11 04:56:00+00:00,2020-09-13 23:02:00+00:00,,3.289999961853028
114914,79189,63190,29026,310403,Complete,2024-08-05 02:07:47+00:00,2024-08-03 16:33:00+00:00,2024-08-08 13:36:00+00:00,,3.289999961853028
115669,79719,63626,29026,312432,Processing,2024-11-18 00:26:53+00:00,,,,3.289999961853028
116110,80028,63871,29025,313636,Processing,2025-07-08 05:58:18+00:00,,,,3.289999961853028
121391,83684,66853,29025,327870,Processing,2025-05-10 23:55:25+00:00,,,,3.289999961853028
31778,21960,17503,29025,85677,Returned,2022-01-25 12:55:31+00:00,2022-01-26 13:54:00+00:00,2022-01-30 06:25:00+00:00,2022-01-30 11:38:00+00:00,3.289999961853028
39679,27377,21761,29025,107062,Returned,2023-01-02 22:50:11+00:00,2023-01-02 22:27:00+00:00,2023-01-04 14:49:00+00:00,2023-01-06 01:09:00+00:00,3.289999961853028
141182,97304,77725,29026,381333,Returned,2023-04-25 08:28:32+00:00,2023-04-23 10:02:00+00:00,2023-04-25 06:37:00+00:00,2023-04-27 17:20:00+00:00,3.289999961853028
146181,100772,80499,29026,394853,Returned,2025-07-08 23:12:22+00:00,2025-07-05 08:16:00+00:00,2025-07-05 21:42:00+00:00,2025-07-08 18:11:00+00:00,3.289999961853028
103760,71501,56963,29026,280214,Shipped,2024-05-26 00:43:08+00:00,2024-05-26 05:02:00+00:00,,,3.289999961853028
114003,78574,62711,29025,307944,Shipped,2025-10-16 18:54:51.354075+00:00,2025-10-16 21:31:59.354075+00:00,,,3.289999961853028
150761,103912,82981,29025,407335,Shipped,2022-03-28 09:48:45+00:00,2022-03-30 23:51:00+00:00,,,3.289999961853028
18929,13102,10468,12580,51021,Cancelled,2024-02-28 11:21:14+00:00,,,,3.369999885559082
83843,57768,45951,12580,226446,Cancelled,2025-04-30 14:14:03+00:00,,,,3.369999885559082
106504,73381,58524,12580,287669,Complete,2025-03-18 07:30:02+00:00,2025-03-17 08:37:00+00:00,2025-03-19 22:16:00+00:00,,3.369999885559082
139306,96029,76712,12580,376207,Processing,2025-10-01 21:54:40+00:00,,,,3.369999885559082
147888,101960,81420,12580,399479,Processing,2021-08-02 13:12:53+00:00,,,,3.369999885559082
131614,90703,72368,12580,355405,Shipped,2025-09-12 15:41:17+00:00,2025-09-10 02:27:00+00:00,,,3.369999885559082
28918,19999,15956,12657,77948,Cancelled,2025-03-16 09:23:00+00:00,,,,3.390000104904175
38349,26479,21033,9013,103436,Cancelled,2025-09-13 22:49:17+00:00,,,,3.390000104904175
156688,107987,86194,9013,423375,Cancelled,2023-01-04 13:18:26+00:00,,,,3.390000104904175
8002,5498,4336,9013,21474,Complete,2025-05-04 10:22:00+00:00,2025-05-04 04:33:00+00:00,2025-05-08 20:54:00+00:00,,3.390000104904175
89355,61609,49039,12657,241304,Complete,2024-03-17 17:15:39+00:00,2024-03-17 18:42:00+00:00,2024-03-18 16:01:00+00:00,,3.390000104904175
94705,65260,51970,12657,255768,Complete,2025-06-28 23:08:33+00:00,2025-07-02 00:48:00+00:00,2025-07-03 09:03:00+00:00,,3.390000104904175
141772,97726,78046,9013,382928,Complete,2024-09-16 10:22:05+00:00,2024-09-14 03:15:00+00:00,2024-09-14 04:10:00+00:00,,3.390000104904175
10915,7514,5983,12657,29398,Processing,2025-01-23 15:23:25+00:00,,,,3.390000104904175
21614,14977,11934,9013,58308,Processing,2024-11-06 11:14:34+00:00,,,,3.390000104904175
63946,44097,35106,9013,172746,Processing,2025-04-16 15:23:05+00:00,,,,3.390000104904175
101416,69881,55675,12657,273857,Processing,2025-10-15 03:35:16+00:00,,,,3.390000104904175
10813,7439,5930,12657,29123,Returned,2025-09-23 16:13:19+00:00,2025-09-22 22:17:00+00:00,2025-09-27 04:22:00+00:00,2025-09-27 12:29:00+00:00,3.390000104904175
103977,71640,57090,9013,280799,Returned,2023-04-20 15:55:34+00:00,2023-04-21 11:40:00+00:00,2023-04-23 13:58:00+00:00,2023-04-25 20:56:00+00:00,3.390000104904175
165047,113728,90801,12657,445873,Returned,2023-12-28 03:44:31+00:00,2023-12-26 12:10:00+00:00,2023-12-28 05:35:00+00:00,2023-12-30 19:04:00+00:00,3.390000104904175
4602,3160,2510,9013,12353,Shipped,2025-08-19 07:08:16+00:00,2025-08-22 05:23:00+00:00,,,3.390000104904175
25606,17733,14162,9013,69012,Shipped,2024-02-10 14:11:59+00:00,2024-02-13 12:04:00+00:00,,,3.390000104904175
32378,22359,17802,9013,87298,Shipped,2025-09-02 20:45:52+00:00,2025-09-04 17:17:00+00:00,,,3.390000104904175
118364,81587,65162,9013,319716,Shipped,2025-09-09 22:47:19+00:00,2025-09-12 18:09:00+00:00,,,3.390000104904175
158173,108979,86976,12657,427313,Shipped,2024-12-05 22:38:42+00:00,2024-12-07 23:04:00+00:00,,,3.390000104904175
164916,113635,90718,12657,445521,Shipped,2025-09-15 15:11:46+00:00,2025-09-16 18:34:00+00:00,,,3.390000104904175
38517,26586,21111,13943,103881,Cancelled,2023-08-31 18:41:13+00:00,,,,3.400000095367432
22857,15841,12642,13943,61641,Complete,2025-09-22 10:48:07+00:00,2025-09-25 02:52:00+00:00,2025-09-29 07:20:00+00:00,,3.400000095367432
51475,35507,28235,15834,138953,Complete,2024-06-25 01:41:55+00:00,2024-06-26 01:16:00+00:00,2024-06-28 06:53:00+00:00,,3.400000095367432
113136,77995,62246,15834,305613,Complete,2025-01-26 14:21:41+00:00,2025-01-24 16:17:00+00:00,2025-01-26 12:22:00+00:00,,3.400000095367432
62083,42817,34134,15834,167709,Processing,2025-07-21 16:30:25+00:00,,,,3.400000095367432
133869,92271,73604,13943,361519,Processing,2025-09-28 12:15:57+00:00,,,,3.400000095367432
167104,115112,91962,15834,451415,Processing,2025-09-16 04:13:55+00:00,,,,3.400000095367432
46313,32007,25516,13943,125007,Shipped,2025-03-17 05:33:49+00:00,2025-03-17 10:56:00+00:00,,,3.400000095367432
98398,67815,54047,15834,265720,Shipped,2022-01-12 14:47:08+00:00,2022-01-15 04:45:00+00:00,,,3.400000095367432
125808,86716,69234,28406,339768,Cancelled,2025-02-10 17:37:22+00:00,,,,3.4600000381469727
161610,111340,88867,28406,436635,Cancelled,2021-03-27 04:41:32+00:00,,,,3.4600000381469727
12932,8907,7121,28406,34794,Complete,2025-01-04 06:43:14+00:00,2025-01-07 02:06:00+00:00,2025-01-09 16:58:00+00:00,,3.4600000381469727
140223,96675,77198,28406,378689,Complete,2025-08-26 10:33:31+00:00,2025-08-28 08:26:00+00:00,2025-08-30 16:57:00+00:00,,3.4600000381469727
105022,72345,57661,28406,283676,Processing,2025-08-11 00:09:36+00:00,,,,3.4600000381469727
161420,111210,88776,28406,436126,Shipped,2025-10-13 23:37:25+00:00,2025-10-16 22:22:00+00:00,,,3.4600000381469727
119833,82580,65972,28715,323655,Returned,2024-01-01 10:02:39+00:00,2023-12-29 00:58:00+00:00,2024-01-02 15:10:00+00:00,2024-01-05 04:12:00+00:00,3.4800000190734863
138371,95382,76205,28715,373679,Returned,2025-07-07 05:45:10+00:00,2025-07-06 20:00:00+00:00,2025-07-07 20:10:00+00:00,2025-07-09 05:08:00+00:00,3.4800000190734863
127543,87906,70159,28715,344451,Shipped,2025-05-28 05:14:16+00:00,2025-05-27 03:06:00+00:00,,,3.4800000190734863
21291,14769,11759,14248,57420,Cancelled,2023-12-23 11:18:01+00:00,,,,3.5
34277,23692,18846,28679,92463,Cancelled,2021-12-01 00:57:09+00:00,,,,3.5
38007,26246,20861,15917,102513,Cancelled,2025-03-23 14:07:02+00:00,,,,3.5
67851,46785,37263,15917,183231,Cancelled,2023-10-29 10:11:22+00:00,,,,3.5
94502,65123,51864,15419,255233,Cancelled,2023-06-03 03:24:11+00:00,,,,3.5
168367,116003,92708,28679,454803,Cancelled,2022-09-29 04:04:04+00:00,,,,3.5
172239,118748,94918,13696,465288,Cancelled,2024-07-19 08:54:26+00:00,,,,3.5
173425,119580,95596,15784,468449,Cancelled,2025-04-14 17:34:27+00:00,,,,3.5
28181,19471,15553,14248,75946,Complete,2025-09-29 15:37:20+00:00,2025-09-30 02:32:00+00:00,2025-10-02 02:06:00+00:00,,3.5
28596,19760,15776,15784,77064,Complete,2022-10-16 10:48:19+00:00,2022-10-16 10:13:00+00:00,2022-10-18 14:28:00+00:00,,3.5
40472,27928,22215,13696,109226,Complete,2024-08-10 16:01:45+00:00,2024-08-10 19:20:00+00:00,2024-08-12 09:28:00+00:00,,3.5
45672,31563,25163,15419,123277,Complete,2022-04-27 11:58:41+00:00,2022-04-27 14:30:00+00:00,2022-04-29 19:50:00+00:00,,3.5
57784,39887,31761,28668,155991,Complete,2025-10-17 14:20:04.105787+00:00,2025-10-18 19:26:13.105787+00:00,2025-10-20 16:10:13.105787+00:00,,3.5
98874,68143,54289,28679,266996,Complete,2020-12-17 15:19:27+00:00,2020-12-20 04:48:00+00:00,2020-12-22 16:06:00+00:00,,3.5
134121,92440,73736,28668,362199,Complete,2025-09-26 01:56:43+00:00,2025-09-24 01:13:00+00:00,2025-09-24 14:03:00+00:00,,3.5
135120,93130,74316,28679,364886,Complete,2024-12-10 06:10:16+00:00,2024-12-08 07:44:00+00:00,2024-12-09 01:42:00+00:00,,3.5
143628,99008,79091,14248,387971,Complete,2024-01-20 03:30:19+00:00,2024-01-18 09:10:00+00:00,2024-01-18 12:39:00+00:00,,3.5
158290,109064,87046,14248,427632,Complete,2020-06-30 16:15:55+00:00,2020-06-29 00:50:00+00:00,2020-06-29 19:38:00+00:00,,3.5
18540,12832,10271,15917,49966,Processing,2023-01-17 00:22:09+00:00,,,,3.5
77156,53175,42335,15917,208332,Processing,2023-10-06 06:25:21+00:00,,,,3.5
86265,59445,47307,15917,232959,Processing,2025-05-06 05:00:03+00:00,,,,3.5
89802,61906,49287,14248,242512,Processing,2024-12-26 02:53:56+00:00,,,,3.5
130615,90004,71810,28668,352702,Processing,2022-10-20 17:05:16+00:00,,,,3.5
163448,112625,89887,13696,441584,Processing,2025-01-20 05:20:00+00:00,,,,3.5
168463,116070,92756,15419,455070,Processing,2024-03-14 12:24:54+00:00,,,,3.5
64860,44720,35602,15419,175198,Returned,2025-03-10 07:05:52+00:00,2025-03-13 07:44:00+00:00,2025-03-15 13:32:00+00:00,2025-03-15 17:59:00+00:00,3.5
78835,54313,43249,15419,212890,Returned,2025-04-24 08:15:52+00:00,2025-04-23 18:55:00+00:00,2025-04-28 10:44:00+00:00,2025-04-29 15:43:00+00:00,3.5
93738,64601,51437,28668,253172,Returned,2023-11-13 06:51:14+00:00,2023-11-15 19:53:00+00:00,2023-11-20 13:20:00+00:00,2023-11-20 14:06:00+00:00,3.5
116194,80080,63918,28668,313859,Returned,2025-06-24 15:53:29+00:00,2025-06-25 18:09:00+00:00,2025-06-27 04:48:00+00:00,2025-06-27 22:40:00+00:00,3.5
120541,83091,66377,28668,325534,Returned,2020-12-16 02:18:58+00:00,2020-12-18 14:08:00+00:00,2020-12-18 16:11:00+00:00,2020-12-21 06:21:00+00:00,3.5
9779,6710,5345,13696,26329,Shipped,2021-01-08 15:10:22+00:00,2021-01-10 20:26:00+00:00,,,3.5
18129,12560,9999,14248,48863,Shipped,2025-09-13 06:45:59+00:00,2025-09-15 19:38:00+00:00,,,3.5
21510,14910,11867,28679,58031,Shipped,2020-09-02 23:36:00+00:00,2020-09-03 19:11:00+00:00,,,3.5
22648,15700,12527,15419,61066,Shipped,2019-06-12 02:55:51+00:00,2019-06-10 13:39:00+00:00,,,3.5
25936,17958,14340,14248,69903,Shipped,2021-09-28 06:45:26+00:00,2021-09-30 00:01:00+00:00,,,3.5
35851,24753,19689,14248,96692,Shipped,2021-05-02 11:44:23+00:00,2021-05-03 20:06:00+00:00,,,3.5
86969,59926,47673,15917,234885,Shipped,2023-04-14 02:05:37+00:00,2023-04-14 03:37:00+00:00,,,3.5
91467,63048,50206,15917,247003,Shipped,2025-05-16 14:21:19+00:00,2025-05-16 16:12:00+00:00,,,3.5
112965,77875,62148,28679,305162,Shipped,2020-09-04 16:18:12+00:00,2020-09-05 05:36:00+00:00,,,3.5
129937,89547,71445,13696,350859,Shipped,2024-02-16 06:34:24+00:00,2024-02-19 02:26:00+00:00,,,3.5
178881,123368,98563,28679,483170,Shipped,2025-10-19 14:35:00.057544+00:00,2025-10-19 16:02:43.057544+00:00,,,3.5
158883,109462,87366,24843,429240,Cancelled,2025-09-03 13:03:47+00:00,,,,3.5999999046325684
83025,57217,45518,24843,224228,Complete,2023-10-24 08:12:32+00:00,2023-10-26 23:10:00+00:00,2023-10-30 13:21:00+00:00,,3.5999999046325684
161515,111278,88826,24843,436386,Complete,2025-10-01 03:16:04+00:00,2025-10-03 01:19:00+00:00,2025-10-07 06:18:00+00:00,,3.5999999046325684
57168,39446,31411,24843,154325,Processing,2023-11-25 01:07:14+00:00,,,,3.5999999046325684
84444,58192,46289,24843,228061,Processing,2022-03-06 02:34:26+00:00,,,,3.5999999046325684
100654,69354,55261,24843,271779,Processing,2024-03-15 09:23:57+00:00,,,,3.5999999046325684
96369,66414,52872,24843,260278,Shipped,2025-08-29 05:40:20+00:00,2025-08-29 09:20:00+00:00,,,3.5999999046325684
110425,76118,60704,24843,298283,Shipped,2024-03-02 05:41:09+00:00,2024-03-02 18:27:00+00:00,,,3.5999999046325684
125717,86652,69179,24843,339521,Shipped,2025-02-24 00:30:39+00:00,2025-02-25 06:33:00+00:00,,,3.5999999046325684
118132,81416,65044,12689,319080,Processing,2023-08-07 23:29:31+00:00,,,,3.670000076293945
131885,90892,72514,12689,356131,Processing,2023-06-24 03:18:21+00:00,,,,3.670000076293945
68614,47308,37665,12689,185295,Shipped,2024-11-21 02:08:11+00:00,2024-11-21 09:03:00+00:00,,,3.670000076293945
83671,57639,45845,12689,225975,Shipped,2025-06-05 02:51:18+00:00,2025-06-07 11:49:00+00:00,,,3.670000076293945
112926,77848,62119,12689,305056,Shipped,2023-07-08 01:06:03+00:00,2023-07-08 21:19:00+00:00,,,3.670000076293945
127605,87943,70191,12689,344621,Shipped,2025-05-05 16:39:27+00:00,2025-05-07 13:46:00+00:00,,,3.670000076293945
23412,16219,12949,14118,63123,Cancelled,2025-06-11 01:52:10+00:00,,,,3.700000047683716
69199,47707,37976,14118,186900,Complete,2025-10-09 14:21:06+00:00,2025-10-10 07:18:00+00:00,2025-10-14 04:27:00+00:00,,3.700000047683716
92462,63751,50788,14118,249712,Complete,2024-01-19 16:54:07+00:00,2024-01-21 16:59:00+00:00,2024-01-23 16:26:00+00:00,,3.700000047683716
63317,43660,34786,14118,171045,Processing,2025-07-29 08:22:37+00:00,,,,3.700000047683716
125175,86287,68892,14118,338075,Shipped,2021-09-18 14:03:51+00:00,2021-09-21 16:48:00+00:00,,,3.700000047683716
89728,61857,49250,12602,242296,Cancelled,2025-09-11 01:00:54+00:00,,,,3.75
13404,9236,7368,12602,36059,Complete,2023-06-06 08:12:58+00:00,2023-06-05 03:54:00+00:00,2023-06-08 11:45:00+00:00,,3.75
